Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,CPA,Mis,Dis,Rec,PrgR,Season
342,Scott McKenna,SCO,DF,Nott'ham Forest,26,1996,4.60,244,43,142,92,11,5,244,0,0,,0,,102,365,177,1,0,3,0,107,0,2024
343,Dwight McNeil,ENG,"MF,FW",Everton,23,1999,32.10,1621,51,247,683,724,72,1621,66,30,45.50,31,47.00,905,5845,2583,80,14,67,60,1032,147,2024
344,Scott McTominay,SCO,"MF,FW",Manchester Utd,26,1996,21.10,927,78,235,478,225,53,927,21,8,38.10,10,47.60,485,2221,1032,29,4,29,23,572,47,2024
345,Ben Mee,ENG,DF,Brentford,33,1989,14.10,829,109,388,364,79,25,829,6,3,50.00,3,50.00,388,1958,1150,11,1,9,7,447,9,2024
346,Hannibal Mejbri,TUN,"MF,FW",Manchester Utd,20,2003,1.50,59,2,12,30,19,3,59,5,2,40.00,1,20.00,35,156,74,2,0,7,4,34,10,2024
347,Teden Mengi,ENG,DF,Luton Town,21,2002,27.40,1288,218,673,554,70,24,1288,11,7,63.60,3,27.30,596,3222,1660,15,2,22,5,616,1,2024
348,Chris Mepham,WAL,DF,Bournemouth,25,1997,6.90,434,48,182,227,25,6,434,0,0,,0,,235,1304,736,4,0,2,2,242,1,2024
349,Lewis Miley,ENG,MF,Newcastle Utd,17,2006,13.40,674,36,164,305,212,35,674,17,8,47.10,8,47.10,350,1664,654,14,6,16,10,435,54,2024
350,James Milner,ENG,"DF,MF",Brighton,37,1986,8.60,675,25,135,300,245,17,675,8,3,37.50,4,50.00,395,1230,562,11,4,11,6,457,73,2024
351,Tyrone Mings,ENG,DF,Aston Villa,30,1993,0.30,8,3,5,2,1,1,8,0,0,,0,,4,8,3,0,0,1,0,4,0,2024
352,Tyrick Mitchell,ENG,"DF,MF",Crystal Palace,23,1999,35.60,2038,118,739,762,555,54,2038,37,18,48.60,17,45.90,818,3253,1564,32,9,46,28,979,159,2024
353,Kaoru Mitoma,JPN,FW,Brighton,26,1997,16.50,852,17,79,270,514,136,852,94,39,41.50,44,46.80,616,4879,3147,121,62,38,15,677,239,2024
354,Aleksandar Mitrovi?,SRB,FW,Fulham,28,1994,0.40,12,0,1,6,6,4,12,3,3,100.00,0,0.00,5,29,15,0,0,0,0,8,0,2024
355,Jakub Moder,POL,"MF,DF",Brighton,24,1999,6.90,388,23,106,180,106,14,388,12,6,50.00,5,41.70,218,985,423,10,2,11,6,259,26,2024
356,Gonzalo Montiel,ARG,DF,Nott'ham Forest,26,1997,8.90,474,47,175,186,117,13,474,1,1,100.00,0,0.00,209,920,566,9,0,7,3,239,32,2024
357,Kieffer Moore,WAL,"FW,MF",Bournemouth,30,1992,1.20,53,0,2,21,30,12,53,3,1,33.30,1,33.30,29,93,34,2,0,3,1,47,15,2024
358,Mikey Moore,ENG,MF,Tottenham,15,2007,0.00,8,1,1,3,4,0,8,1,0,0.00,1,100.00,4,44,41,2,0,1,0,5,2,2024
359,Álex Moreno,ESP,DF,Aston Villa,30,1993,11.50,690,40,246,235,213,29,690,35,15,42.90,17,48.60,364,2332,1106,32,10,14,6,383,83,2024
360,Carlton Morris,ENG,"FW,MF",Luton Town,27,1995,31.80,1071,63,123,501,457,136,1066,55,31,56.40,20,36.40,548,2855,1152,37,18,54,53,799,120,2024
361,Mason Mount,ENG,"MF,FW",Manchester Utd,24,1999,5.70,289,11,44,125,125,17,289,12,4,33.30,6,50.00,152,797,321,9,2,11,6,180,34,2024
362,Divin Mubama,ENG,FW,West Ham,18,2004,0.90,32,0,3,20,9,1,32,0,0,,0,,18,41,12,0,0,6,0,24,5,2024
363,Mykhailo Mudryk,UKR,FW,Chelsea,22,2001,17.50,777,14,116,255,420,78,777,81,39,48.10,31,38.30,509,4183,2418,92,36,54,22,572,139,2024
364,Rodrigo Muniz,BRA,FW,Fulham,22,2001,17.70,462,30,45,201,220,118,462,20,5,25.00,13,65.00,257,788,258,8,4,54,34,343,76,2024
365,Daniel Muñoz,COL,"DF,MF",Crystal Palace,27,1996,16.00,947,54,262,411,284,42,947,28,13,46.40,12,42.90,385,1841,873,25,5,21,7,465,80,2024
366,Finley Munroe,ENG,MF,Aston Villa,18,2005,0.00,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,1,0,2024
367,Arijanet Muric,KVX,GK,Burnley,24,1998,10.00,635,361,573,62,0,0,635,0,0,,0,,418,2331,1453,0,0,0,0,392,0,2024
368,Murillo,BRA,DF,Nott'ham Forest,21,2002,31.00,1848,357,1043,731,94,30,1848,35,20,57.10,15,42.90,985,5485,3398,22,3,20,15,1090,7,2024
369,Alex Murphy,IRL,"DF,FW",Newcastle Utd,19,2004,0.10,21,0,4,15,2,0,21,0,0,,0,,16,72,37,0,0,1,0,16,0,2024
370,Jacob Murphy,ENG,"FW,DF",Newcastle Utd,28,1995,13.20,666,24,111,229,339,53,666,27,13,48.10,13,48.10,381,2179,981,33,15,19,14,434,113,2024
371,Vitaliy Mykolenko,UKR,DF,Everton,24,1999,27.40,1501,123,531,611,374,30,1501,31,18,58.10,11,35.50,608,2518,1028,14,0,39,11,691,68,2024
372,Marvelous Nakamba,ZIM,MF,Luton Town,29,1994,12.60,546,30,133,320,101,3,546,10,3,30.00,5,50.00,224,1064,344,1,0,10,4,251,5,2024
373,Michael Ndiweni,ENG,FW,Newcastle Utd,19,2003,0.00,2,0,0,2,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,2024
374,Reiss Nelson,ENG,FW,Arsenal,23,1999,3.00,188,8,30,67,96,13,188,7,1,14.30,6,85.70,129,729,281,9,4,11,4,128,26,2024
375,Zack Nelson,ENG,"MF,DF",Luton Town,18,2004,0.10,6,0,3,3,0,0,6,0,0,,0,,2,9,2,0,0,1,0,2,0,2024
376,Neto,BRA,GK,Bournemouth,34,1989,32.00,1138,949,1129,9,0,0,1138,2,2,100.00,0,0.00,635,3771,2495,0,0,0,0,474,0,2024
377,Pedro Neto,POR,"FW,MF",Wolves,23,2000,16.80,904,4,63,358,505,83,904,88,37,42.00,42,47.70,581,4915,2615,98,42,44,20,683,149,2024
378,Moussa Niakhate,SEN,DF,Nott'ham Forest,27,1996,16.20,927,121,465,368,104,7,927,3,3,100.00,0,0.00,502,2511,1183,13,1,4,3,536,6,2024
379,Eddie Nketiah,ENG,FW,Arsenal,24,1999,12.00,371,5,18,148,207,75,371,30,8,26.70,15,50.00,236,1195,497,22,11,38,18,275,77,2024
380,Christopher Nkunku,FRA,"FW,MF",Chelsea,25,1997,4.90,244,5,25,95,128,27,244,8,2,25.00,5,62.50,144,606,298,10,2,17,8,202,35,2024
381,Rhys Norrington-Davies,WAL,DF,Sheffield Utd,24,1999,1.20,77,4,26,38,14,1,77,1,1,100.00,0,0.00,46,266,119,3,0,2,2,47,6,2024
382,Oliver Norwood,NIR,MF,Sheffield Utd,32,1991,16.00,1068,65,327,575,170,6,1067,3,1,33.30,1,33.30,470,1695,666,3,0,9,4,630,10,2024
383,Matheus Nunes,POR,MF,Wolves,24,1998,2.00,131,4,30,66,40,6,131,17,11,64.70,4,23.50,93,634,336,7,3,3,4,95,9,2024
384,Matheus Nunes,POR,MF,Manchester City,24,1998,7.30,529,13,59,234,243,36,529,23,9,39.10,13,56.50,347,2001,964,28,10,19,12,438,58,2024
385,Darwin Núñez,URU,FW,Liverpool,24,1999,22.70,777,13,41,224,526,192,776,44,15,34.10,20,45.50,468,2694,1279,58,36,53,29,575,206,2024
386,Ethan Nwaneri,ENG,FW,Arsenal,16,2007,0.20,20,0,0,9,11,2,20,1,0,0.00,0,0.00,16,123,66,2,0,0,0,17,1,2024
387,Christian Nørgaard,DEN,MF,Brentford,29,1994,27.80,1846,99,522,944,388,57,1846,11,6,54.50,4,36.40,873,3367,1633,15,3,21,15,1089,42,2024
388,Mark O'Mahony,IRL,FW,Brighton,18,2005,0.70,27,2,6,15,6,2,27,0,0,,0,,16,66,10,0,0,4,0,21,0,2024
389,Dara O'Shea,IRL,DF,Burnley,24,1999,32.10,2094,306,969,992,142,49,2094,2,1,50.00,1,50.00,1112,5725,3525,32,1,11,1,1306,10,2024
390,Michael Obafemi,IRL,"FW,MF",Burnley,23,2000,0.20,9,0,0,3,6,4,9,3,3,100.00,0,0.00,6,32,11,0,0,0,1,6,3,2024
391,Wilson Odobert,FRA,"MF,FW",Burnley,18,2004,23.30,844,26,144,305,416,98,844,110,53,48.20,49,44.50,545,4562,2919,102,48,48,30,600,123,2024
392,Odeluga Offiah,ENG,DF,Brighton,20,2002,1.40,87,1,31,27,31,2,87,6,4,66.70,1,16.70,59,418,268,9,1,1,0,64,9,2024
393,Chiedozie Ogbene,IRL,"MF,DF",Luton Town,26,1997,22.20,1066,47,201,385,512,88,1066,121,61,50.40,44,36.40,650,6070,3710,127,45,59,21,660,150,2024
394,Angelo Ogbonna,ITA,DF,West Ham,35,1988,7.10,272,61,184,82,6,4,272,1,1,100.00,0,0.00,137,728,263,2,1,0,0,152,0,2024
395,Michael Olakigbe,ENG,"DF,FW",Brentford,19,2004,0.70,70,0,11,21,38,10,70,11,3,27.30,7,63.60,42,437,229,10,3,4,1,48,17,2024
396,Michael Olise,FRA,"FW,MF",Crystal Palace,21,2001,14.20,959,10,102,396,483,80,958,83,40,48.20,33,39.80,563,3979,2210,68,27,41,33,692,134,2024
397,Robin Olsen,SWE,GK,Aston Villa,33,1990,4.50,216,200,215,1,0,0,216,0,0,,0,,131,626,303,0,0,0,0,115,0,2024
398,Andrew Omobamidele,IRL,DF,Nott'ham Forest,21,2002,8.70,399,76,222,164,14,5,399,0,0,,0,,217,1082,429,1,0,3,0,246,0,2024
399,Amadou Onana,BEL,MF,Everton,21,2001,23.20,1291,61,280,724,297,29,1291,27,12,44.40,8,29.60,657,2985,1376,21,5,20,10,839,39,2024
400,André Onana,CMR,GK,Manchester Utd,27,1996,38.00,1629,1224,1592,37,0,0,1629,1,1,100.00,0,0.00,1127,5997,3825,1,0,1,0,955,0,2024
401,Ryan One,SCO,FW,Sheffield Utd,17,2006,0.10,2,1,1,1,1,0,2,0,0,,0,,1,11,11,1,0,0,0,0,0,2024
402,Tyler Onyango,ENG,MF,Everton,20,2003,0.00,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,2024
403,Fred Onyedinma,ENG,"DF,MF",Luton Town,26,1996,4.50,198,13,55,69,76,16,198,11,2,18.20,8,72.70,85,514,219,9,4,12,10,90,21,2024
404,Frank Onyeka,NGA,MF,Brentford,25,1998,12.90,585,32,128,290,177,28,585,29,11,37.90,14,48.30,325,1624,593,17,4,33,12,336,39,2024
405,Divock Origi,BEL,FW,Nott'ham Forest,28,1995,6.70,225,3,23,103,105,26,225,24,9,37.50,12,50.00,144,914,409,19,9,16,10,172,41,2024
406,Stefan Ortega,GER,GK,Manchester City,30,1992,7.10,282,213,279,3,0,0,282,0,0,,0,,193,847,480,0,0,0,0,187,0,2024
407,Ben Osborn,ENG,"DF,MF",Sheffield Utd,28,1994,15.20,735,37,210,315,216,9,735,14,7,50.00,7,50.00,374,1646,750,16,1,14,10,419,44,2024
408,Gabriel Osho,NGA,DF,Luton Town,24,1998,20.50,968,179,535,384,60,20,968,12,7,58.30,5,41.70,461,2186,1100,10,1,12,10,482,4,2024
409,William Osula,DEN,FW,Sheffield Utd,19,2003,8.70,200,9,24,78,104,28,200,17,3,17.60,12,70.60,108,606,224,7,3,32,15,140,41,2024
410,Dango Ouattara,BFA,"FW,DF",Bournemouth,21,2002,13.70,783,37,210,273,317,69,783,47,21,44.70,20,42.60,365,2597,1409,47,18,23,12,405,90,2024
411,David Ozoh,ENG,"MF,DF",Crystal Palace,18,2005,1.70,73,1,19,44,11,0,73,3,1,33.30,2,66.70,37,161,39,2,0,2,4,42,3,2024
412,João Palhinha,POR,MF,Fulham,28,1995,30.00,1760,120,569,967,243,41,1760,22,11,50.00,9,40.90,802,2836,1054,8,0,29,26,1015,14,2024
413,Cole Palmer,ENG,"FW,MF",Chelsea,21,2002,29.00,1754,22,183,742,852,126,1745,104,52,50.00,46,44.20,1148,7236,3492,117,46,57,44,1362,195,2024
414,Cole Palmer,ENG,MF,Manchester City,21,2002,0.10,6,0,0,4,2,0,6,0,0,,0,,6,35,4,0,0,1,0,6,0,2024
415,Emerson Palmieri,ITA,DF,West Ham,28,1994,34.90,2168,168,679,988,521,39,2168,64,24,37.50,32,50.00,1057,5492,2790,59,9,36,17,1242,124,2024
416,Lucas Paquetá,BRA,"FW,MF",West Ham,25,1997,29.10,1845,42,319,1018,533,63,1843,77,41,53.20,29,37.70,1103,4489,1771,34,12,72,81,1350,116,2024
417,Ben Parkinson,ENG,FW,Newcastle Utd,18,2005,0.30,6,2,2,1,3,0,6,0,0,,0,,0,0,0,0,0,0,0,2,0,2024
418,Thomas Partey,GHA,"MF,DF",Arsenal,30,1993,8.80,707,23,138,423,154,6,707,13,9,69.20,2,15.40,453,2227,1129,15,1,8,8,528,10,2024
419,Nathan Patterson,SCO,DF,Everton,21,2001,11.20,677,49,199,275,209,9,677,18,7,38.90,10,55.60,291,1263,642,17,4,19,6,338,39,2024
420,Myles Peart-Harris,ENG,"DF,MF",Brentford,20,2002,0.10,11,0,1,3,7,1,11,0,0,,0,,8,64,37,2,0,0,2,8,1,2024
421,Sydie Peck,ENG,MF,Sheffield Utd,18,2004,0.10,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,1,0,2024
422,Facundo Pellistri,URU,"FW,MF",Manchester Utd,21,2001,1.90,117,5,23,37,58,13,117,11,5,45.50,4,36.40,74,482,185,6,4,4,4,79,31,2024
423,Andreas Pereira,BRA,MF,Fulham,27,1996,29.00,1516,20,161,662,703,64,1516,41,19,46.30,22,53.70,829,4460,2016,56,13,49,41,1013,125,2024
424,Ivan Periši?,CRO,FW,Tottenham,34,1989,1.10,93,3,24,20,49,10,93,7,4,57.10,3,42.90,65,398,277,15,6,2,0,74,17,2024
425,?or?e Petrovi?,SRB,GK,Chelsea,23,1999,22.10,855,755,852,3,0,0,855,0,0,,0,,482,2076,1103,0,0,1,0,475,0,2024
426,Kalvin Phillips,ENG,MF,West Ham,27,1995,3.40,215,7,43,153,21,1,215,5,1,20.00,4,80.00,110,585,240,3,0,4,3,136,4,2024
427,Kalvin Phillips,ENG,MF,Manchester City,27,1995,1.00,87,3,14,52,23,1,87,3,1,33.30,2,66.70,51,402,221,7,1,4,2,57,3,2024
428,Jaden Philogene Bidace,ENG,FW,Aston Villa,21,2002,0.00,4,0,1,1,2,1,4,0,0,,0,,2,39,39,2,1,0,0,3,1,2024
429,Jordan Pickford,ENG,GK,Everton,29,1994,38.00,1680,1106,1544,141,0,0,1680,1,1,100.00,0,0.00,904,6014,3889,1,0,0,0,773,0,2024
430,Ethan Pinnock,JAM,DF,Brentford,30,1993,28.00,1768,303,1001,661,113,43,1768,10,6,60.00,3,30.00,922,5095,3160,11,1,11,4,1025,16,2024
431,Nick Pope,ENG,GK,Newcastle Utd,31,1992,14.90,434,366,428,5,1,1,434,0,0,,0,,217,1147,633,0,0,0,0,172,0,2024
432,Pedro Porro,ESP,DF,Tottenham,23,1999,34.30,2786,161,783,1098,929,69,2786,57,26,45.60,24,42.10,1369,5484,2925,57,10,37,15,1670,158,2024
433,Jarell Quansah,ENG,DF,Liverpool,20,2003,13.20,1284,92,521,724,46,8,1284,7,4,57.10,3,42.90,894,4943,2497,13,0,3,2,952,1,2024
434,Ionu? Radu,ROU,GK,Bournemouth,26,1997,2.00,70,64,70,0,0,0,70,0,0,,0,,51,215,101,0,0,0,0,40,0,2024
435,Jesurun Rak Sakyi,ENG,"MF,FW",Crystal Palace,20,2002,1.50,77,1,10,19,48,13,77,10,4,40.00,5,50.00,46,252,145,7,5,4,3,54,18,2024
436,Aaron Ramsdale,ENG,GK,Arsenal,25,1998,6.00,197,140,186,11,0,0,197,0,0,,0,,137,697,399,0,0,1,0,104,0,2024
437,Aaron Ramsey,ENG,"MF,FW",Burnley,20,2003,5.90,228,15,63,102,65,9,228,10,3,30.00,6,60.00,117,514,168,8,4,11,10,142,17,2024
438,Jacob Ramsey,ENG,"FW,MF",Aston Villa,22,2001,9.50,433,10,69,178,195,47,433,20,8,40.00,11,55.00,272,1785,843,33,11,18,21,314,69,2024
439,Marcus Rashford,ENG,FW,Manchester Utd,25,1997,25.20,1025,24,124,345,571,130,1023,109,48,44.00,53,48.60,690,4978,2393,95,64,59,38,799,185,2024
440,David Raya,ESP,GK,Arsenal,27,1995,32.00,1099,764,1060,39,0,0,1099,0,0,,0,,728,3442,1992,0,0,1,0,637,0,2024
441,Tim Ream,USA,DF,Fulham,35,1987,16.70,1206,160,585,600,30,7,1206,7,6,85.70,1,14.30,739,4157,2723,11,2,6,3,811,3,2024
442,Nathan Redmond,ENG,"FW,MF",Burnley,29,1994,1.60,88,3,10,31,50,9,88,6,4,66.70,2,33.30,57,435,291,7,1,1,2,67,22,2024
443,Harrison Reed,ENG,MF,Fulham,28,1995,14.70,883,34,214,488,182,10,883,10,5,50.00,5,50.00,449,1715,590,10,1,19,13,603,40,2024
444,Sergio Reguilón,ESP,DF,Manchester Utd,26,1996,4.60,378,8,70,155,155,9,378,11,3,27.30,4,36.40,184,847,441,11,2,8,1,217,38,2024
445,Sergio Reguilón,ESP,DF,Brentford,26,1996,12.40,708,55,242,253,228,22,708,26,13,50.00,11,42.30,318,1988,1160,34,2,22,5,332,40,2024
446,Bobby Reid,JAM,FW,Fulham,30,1993,15.80,671,23,98,301,277,55,671,25,8,32.00,12,48.00,389,1875,900,35,11,33,10,475,95,2024
447,Gio Reyna,USA,"FW,MF",Nott'ham Forest,20,2002,2.60,173,2,18,71,84,12,173,7,3,42.90,4,57.10,83,327,101,3,2,8,4,121,14,2024
448,Rodrigo Ribeiro,POR,"MF,FW",Nott'ham Forest,18,2005,0.20,12,0,1,4,7,2,12,1,0,0.00,1,100.00,7,59,43,2,0,0,1,8,1,2024
449,Declan Rice,ENG,MF,Arsenal,24,1999,35.80,2650,100,581,1398,696,67,2650,46,21,45.70,20,43.50,1675,10194,5139,75,16,31,22,1928,64,2024
450,Chris Richards,USA,"DF,MF",Crystal Palace,23,2000,23.30,1195,157,557,568,77,21,1195,1,1,100.00,0,0.00,574,2313,890,1,0,7,4,678,1,2024
451,Richarlison,BRA,FW,Tottenham,26,1997,16.60,652,33,88,248,322,121,652,37,10,27.00,23,62.20,394,1656,712,26,17,53,40,459,106,2024
452,Jaïro Riedewald,NED,"MF,FW",Crystal Palace,26,1996,2.60,138,3,23,79,37,6,138,3,1,33.30,2,66.70,63,243,79,3,2,4,2,84,3,2024
453,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,33,1989,1.40,125,6,26,42,57,9,125,2,0,0.00,1,50.00,58,293,160,5,2,3,1,85,13,2024
454,Connor Roberts,WAL,DF,Burnley,27,1995,9.10,557,28,182,259,120,6,557,2,0,0.00,2,100.00,309,1163,620,6,0,3,1,358,13,2024
455,Andrew Robertson,SCO,DF,Liverpool,29,1994,18.80,1713,67,387,789,548,55,1713,17,5,29.40,12,70.60,979,4623,2638,63,6,18,6,1160,130,2024
456,Antonee Robinson,USA,DF,Fulham,25,1997,36.30,2536,165,930,977,660,63,2536,81,37,45.70,35,43.20,1267,7547,4004,99,9,47,16,1376,194,2024
457,Jack Robinson,ENG,DF,Sheffield Utd,29,1993,32.10,1567,235,793,606,177,31,1567,11,5,45.50,3,27.30,686,2956,1441,8,2,18,5,786,14,2024
458,Rodri,ESP,MF,Manchester City,27,1996,32.60,3988,114,664,2337,1013,80,3988,64,42,65.60,14,21.90,2513,11575,6408,76,12,23,32,3242,55,2024
459,Jay Rodriguez,ENG,FW,Burnley,34,1989,9.10,314,11,48,165,101,24,313,9,6,66.70,3,33.30,152,441,137,2,1,20,5,225,28,2024
460,Mads Roerslev,DEN,DF,Brentford,24,1999,22.10,966,99,362,342,268,23,966,28,11,39.30,15,53.60,448,1985,864,18,6,23,15,520,90,2024
461,Morgan Rogers,ENG,"MF,FW",Aston Villa,21,2002,7.10,289,10,66,131,98,23,289,33,17,51.50,12,36.40,150,1084,563,22,6,17,11,185,30,2024
462,Cristian Romero,ARG,DF,Tottenham,25,1998,31.00,2923,357,1254,1494,198,33,2923,8,5,62.50,1,12.50,1957,9359,6026,32,0,12,4,2071,8,2024
463,Joe Rothwell,ENG,MF,Bournemouth,28,1995,4.30,251,8,49,147,56,1,251,13,7,53.80,4,30.80,140,862,437,6,0,5,2,155,3,2024
464,Pelly Ruddock Mpanzu,COD,MF,Luton Town,30,1993,12.20,481,30,114,240,130,15,481,16,9,56.30,6,37.50,235,961,378,10,5,12,16,270,15,2024
465,José Sá,POR,GK,Wolves,30,1993,33.70,1198,1049,1189,8,1,0,1198,3,3,100.00,0,0.00,677,4662,3131,0,1,1,1,481,0,2024
466,Dominic Sadi,ENG,FW,Bournemouth,19,2003,0.00,2,0,0,2,0,0,2,0,0,,0,,1,6,0,0,0,0,0,1,0,2024
467,Bukayo Saka,ENG,FW,Arsenal,21,2001,32.40,1952,37,182,474,1310,271,1946,122,49,40.20,54,44.30,1223,7180,3728,155,72,56,53,1393,508,2024
468,Mohamed Salah,EGY,FW,Liverpool,31,1992,28.20,1359,4,47,460,866,241,1352,77,27,35.10,49,63.60,977,5309,2614,98,66,77,59,1116,341,2024
469,William Saliba,FRA,DF,Arsenal,22,2001,38.00,3093,223,1239,1720,142,15,3093,15,10,66.70,4,26.70,1992,9002,5201,16,1,22,13,2297,6,2024
470,Albert Sambi Lokonga,BEL,MF,Luton Town,23,1999,14.50,899,54,223,513,170,11,899,22,11,50.00,7,31.80,528,3026,1706,29,2,12,11,597,13,2024
471,Davinson Sánchez,COL,DF,Tottenham,27,1996,0.90,83,8,24,45,14,1,83,0,0,,0,,68,238,80,0,0,1,0,66,0,2024
472,Robert Sánchez,ESP,GK,Chelsea,25,1997,15.90,649,561,644,5,0,0,649,0,0,,0,,392,1890,1130,0,0,1,0,360,0,2024
473,Jadon Sancho,ENG,"FW,MF",Manchester Utd,23,2000,0.90,51,4,12,18,26,6,51,7,3,42.90,3,42.90,38,298,192,10,5,0,2,34,5,2024
474,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,25,1997,11.50,554,36,176,289,92,12,554,12,6,50.00,6,50.00,279,1219,532,5,0,10,8,327,7,2024
475,Andrey Santos,BRA,MF,Nott'ham Forest,19,2004,0.10,10,1,3,3,4,0,10,1,0,0.00,1,100.00,2,15,13,0,0,0,0,4,0,2024
476,Pablo Sarabia,ESP,"MF,FW",Wolves,31,1992,19.40,1172,13,137,552,495,55,1170,43,17,39.50,22,51.20,687,3304,1501,41,9,41,23,822,137,2024
477,Dane Scarlett,ENG,FW,Tottenham,19,2004,0.20,11,0,0,5,6,2,11,3,0,0.00,2,66.70,10,32,2,0,1,5,0,11,4,2024
478,Kevin Schade,GER,"FW,MF",Brentford,21,2001,3.70,148,3,17,59,73,19,148,14,2,14.30,10,71.40,84,631,283,8,5,14,6,98,23,2024
479,Fabian Schär,SUI,DF,Newcastle Utd,31,1991,33.90,2483,359,1304,1060,140,40,2483,22,13,59.10,8,36.40,1490,7974,4981,28,1,17,12,1677,20,2024
480,Jeffrey Schlupp,GHA,"FW,MF",Crystal Palace,30,1992,15.00,536,22,110,249,185,27,536,41,17,41.50,20,48.80,288,1372,626,20,6,41,23,338,52,2024
481,Alex Scott,ENG,MF,Bournemouth,19,2003,11.30,612,33,120,295,217,29,612,37,13,35.10,20,54.10,330,2166,1129,24,10,17,11,361,35,2024
482,Matz Sels,BEL,GK,Nott'ham Forest,31,1992,16.00,409,334,404,5,0,0,409,0,0,,0,,213,1147,659,0,0,0,0,178,0,2024
483,Nélson Semedo,POR,"DF,MF",Wolves,29,1993,34.30,2233,136,743,993,528,37,2233,90,51,56.70,29,32.20,1237,7650,4324,103,14,57,36,1376,150,2024
484,Antoine Semenyo,GHA,FW,Bournemouth,23,2000,23.40,1015,31,137,375,526,124,1015,116,50,43.10,55,47.40,611,5156,2477,89,42,58,53,691,188,2024
485,Marcos Senesi,ARG,DF,Bournemouth,26,1997,24.90,1614,184,743,762,129,20,1614,20,11,55.00,8,40.00,910,4789,3098,31,3,19,11,950,4,2024
486,Luke Shaw,ENG,DF,Manchester Utd,28,1995,10.70,754,81,283,326,148,12,754,11,7,63.60,4,36.40,398,1854,832,10,1,14,6,435,30,2024
487,James Shea,ENG,GK,Luton Town,32,1991,0.20,11,8,11,0,0,0,11,0,0,,0,,3,29,26,0,0,0,0,3,0,2024
488,Bernardo Silva,POR,"MF,FW",Manchester City,28,1994,28.60,2194,39,245,905,1055,146,2194,61,38,62.30,21,34.40,1500,8450,4544,140,37,43,34,1757,260,2024
489,Fábio Silva,POR,FW,Wolves,21,2002,2.90,118,4,24,55,44,12,118,8,2,25.00,5,62.50,66,437,186,5,1,12,4,69,13,2024
490,Thiago Silva,BRA,DF,Chelsea,38,1984,28.10,2549,398,1280,1198,79,24,2549,4,2,50.00,0,0.00,1623,6862,3867,2,0,7,1,1891,5,2024
491,Luis Sinisterra,COL,"FW,MF",Bournemouth,24,1999,7.80,430,11,63,134,242,83,430,49,29,59.20,18,36.70,267,2098,1195,51,35,24,10,309,85,2024
492,Oliver Skipp,ENG,"MF,DF",Tottenham,22,2000,7.90,448,14,90,257,102,13,448,3,2,66.70,1,33.30,226,831,399,8,1,9,6,319,25,2024
493,Adam Smith,ENG,DF,Bournemouth,32,1991,23.90,1229,92,404,537,295,11,1229,15,4,26.70,8,53.30,521,2455,1022,24,3,14,7,580,28,2024
494,Emile Smith Rowe,ENG,MF,Arsenal,23,2000,3.90,253,1,21,106,127,19,253,7,3,42.90,3,42.90,154,827,472,11,1,6,4,189,18,2024
495,Cédric Soares,POR,DF,Arsenal,31,1991,0.70,69,0,10,47,12,0,69,0,0,,0,,37,139,69,0,0,0,0,56,6,2024
496,Dominic Solanke,ENG,FW,Bournemouth,25,1997,36.90,1069,57,113,426,547,216,1066,106,39,36.80,60,56.60,599,3921,1420,52,27,136,81,724,184,2024
497,Manor Solomon,ISR,FW,Tottenham,24,1999,2.20,125,1,14,29,83,20,125,17,10,58.80,7,41.20,92,695,404,17,9,5,2,92,44,2024
498,Tomáš Sou?ek,CZE,MF,West Ham,28,1995,31.90,1340,186,456,653,234,72,1340,11,4,36.40,7,63.60,533,1869,596,7,2,20,12,677,39,2024
499,Vinicius Souza,BRA,MF,Sheffield Utd,24,1999,29.60,1381,125,489,706,200,35,1381,30,17,56.70,11,36.70,581,2697,988,8,5,33,25,712,21,2024
500,Jason Steele,ENG,GK,Brighton,32,1990,17.00,711,630,706,5,0,0,711,0,0,,0,,490,1912,977,0,0,0,0,475,0,2024
501,Raheem Sterling,ENG,"FW,MF",Chelsea,28,1994,22.00,1019,8,77,324,638,167,1019,132,45,34.10,70,53.00,744,5113,3063,120,65,54,44,821,242,2024
502,John Stones,ENG,"DF,MF",Manchester City,29,1994,11.80,907,54,239,484,189,10,907,6,1,16.70,4,66.70,596,3319,1646,16,1,5,6,742,24,2024
503,Thomas Strakosha,ALB,GK,Brentford,28,1995,1.50,75,62,74,1,0,0,75,0,0,,0,,35,156,88,0,0,0,0,32,0,2024
504,Dominik Szoboszlai,HUN,MF,Liverpool,22,2000,23.40,1802,36,239,868,718,71,1802,56,24,42.90,27,48.20,1043,5475,2880,75,22,27,27,1238,160,2024
505,Matt Targett,ENG,DF,Newcastle Utd,27,1995,0.90,51,1,22,25,5,0,51,2,0,0.00,1,50.00,34,153,91,1,0,0,0,33,0,2024
