Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,CPA,Mis,Dis,Rec,PrgR,Season
943,Lucas Moura,BRA,"MF,DF",Tottenham,29,1992,1.70,118,0,15,47,58,12,118,11,5,45.50,6,54.50,65,387,169,4,8,2,6,5,83,2023
944,João Moutinho,POR,MF,Wolves,35,1986,19.80,1218,42,243,658,325,15,1218,15,8,53.30,7,46.70,615,2554,1350,23,23,0,14,7,769,2023
945,Divin Mubama,ENG,FW,West Ham,17,2004,0.40,11,1,2,6,3,0,11,2,1,50.00,1,50.00,7,49,3,0,0,0,0,2,8,2023
946,Mykhailo Mudryk,UKR,"FW,MF",Chelsea,21,2001,7.30,323,7,40,112,175,28,323,39,13,33.30,20,51.30,194,1438,689,25,20,7,29,11,207,2023
947,Jacob Murphy,ENG,FW,Newcastle Utd,27,1995,13.90,590,11,58,214,329,75,590,44,15,34.10,21,47.70,365,2498,1516,67,32,30,17,23,421,2023
948,Enock Mwepu,ZAM,"FW,MF",Brighton,24,1998,2.40,116,1,12,54,53,7,116,5,1,20.00,4,80.00,58,318,141,5,2,1,10,5,80,2023
949,Vitaliy Mykolenko,UKR,DF,Everton,23,1999,29.50,1625,124,576,693,370,26,1625,25,11,44.00,14,56.00,701,3103,1491,31,33,7,32,8,798,2023
950,Keylor Navas,CRC,GK,Nott'ham Forest,35,1986,17.00,578,515,576,2,0,0,578,1,1,100.00,0,0.00,267,1718,1174,0,0,0,1,0,175,2023
951,Wilfred Ndidi,NGA,MF,Leicester City,25,1996,18.70,1129,83,406,652,92,5,1129,15,10,66.70,4,26.70,564,2464,1075,11,14,0,14,10,659,2023
952,Reiss Nelson,ENG,FW,Arsenal,22,1999,2.40,157,5,25,35,99,23,157,9,7,77.80,2,22.20,99,710,439,19,5,8,3,9,112,2023
953,Neto,BRA,GK,Bournemouth,33,1989,26.50,895,768,890,6,0,0,895,1,1,100.00,0,0.00,446,2814,2029,0,0,0,1,0,271,2023
954,Pedro Neto,POR,"FW,MF",Wolves,22,2000,10.70,517,6,61,166,298,46,517,54,18,33.30,30,55.60,325,2373,1181,37,24,18,29,13,363,2023
955,Rúben Neves,POR,MF,Wolves,25,1997,33.50,2486,177,811,1307,394,25,2483,32,20,62.50,9,28.10,1318,6007,2980,28,29,1,22,13,1621,2023
956,Moussa Niakhate,SEN,DF,Nott'ham Forest,26,1996,12.90,528,96,301,159,69,7,528,4,0,0.00,4,100.00,184,923,435,2,0,0,5,1,189,2023
957,Eddie Nketiah,ENG,FW,Arsenal,23,1999,12.10,407,10,35,157,221,87,407,34,15,44.10,13,38.20,259,1682,603,32,16,22,30,20,305,2023
958,Matheus Nunes,POR,MF,Wolves,23,1998,27.40,1354,64,325,656,397,52,1354,85,44,51.80,28,32.90,851,5513,2640,59,54,10,41,39,943,2023
959,Darwin Núñez,URU,FW,Liverpool,23,1999,18.80,633,12,51,179,412,154,633,44,18,40.90,19,43.20,387,2795,1408,61,33,31,41,27,491,2023
960,Ethan Nwaneri,ENG,FW,Arsenal,15,2007,0.00,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,2023
961,Christian Nørgaard,DEN,MF,Brentford,28,1994,19.60,1050,78,338,554,165,42,1050,19,8,42.10,10,52.60,454,1518,671,4,11,2,14,10,526,2023
962,Lewis O'Brien,ENG,MF,Nott'ham Forest,23,1998,6.50,297,19,72,161,71,3,297,17,7,41.20,3,17.60,157,947,518,13,9,2,12,7,166,2023
963,Odeluga Offiah,ENG,DF,Brighton,19,2002,0.30,35,0,11,21,3,0,35,1,1,100.00,0,0.00,17,90,44,1,0,0,1,0,19,2023
964,Angelo Ogbonna,ITA,DF,West Ham,34,1988,13.70,545,111,331,197,17,7,545,0,0,,0,,255,1288,436,0,0,0,1,3,281,2023
965,Michael Olise,FRA,"FW,MF",Crystal Palace,20,2001,30.50,1840,25,243,709,911,86,1840,141,54,38.30,59,41.80,1048,6663,3366,111,74,38,85,47,1215,2023
966,Robin Olsen,SWE,GK,Aston Villa,32,1990,3.10,141,119,139,2,0,0,141,0,0,,0,,80,405,198,0,0,0,1,0,57,2023
967,Amadou Onana,BEL,MF,Everton,20,2001,27.60,1310,58,287,745,295,52,1310,52,18,34.60,23,44.20,684,3563,1436,27,30,4,49,17,871,2023
968,Josh Onomah,ENG,MF,Fulham,25,1997,0.20,11,0,3,4,4,0,11,1,0,0.00,1,100.00,5,38,24,1,0,0,1,1,5,2023
969,Paul Onuachu,NGA,FW,Southampton,28,1994,4.50,153,5,17,66,73,25,153,14,9,64.30,4,28.60,72,274,78,1,1,0,22,9,115,2023
970,Frank Onyeka,NGA,MF,Brentford,24,1998,9.40,373,26,93,176,109,20,373,26,11,42.30,11,42.30,198,852,368,9,8,3,11,10,205,2023
971,Mislav Orši?,CRO,MF,Southampton,29,1992,0.10,4,0,2,0,2,0,4,0,0,,0,,2,10,7,0,0,0,0,0,1,2023
972,Stefan Ortega,GER,GK,Manchester City,29,1992,3.00,174,132,173,1,0,0,174,0,0,,0,,116,392,245,0,0,0,0,0,119,2023
973,Dango Ouattara,BFA,"MF,FW",Bournemouth,20,2002,13.80,566,42,136,210,234,64,566,74,31,41.90,37,50.00,301,2219,1083,39,23,17,39,14,336,2023
974,Alex Oxlade-Chamberlain,ENG,"FW,MF",Liverpool,28,1993,3.70,152,4,20,69,67,17,152,14,6,42.90,7,50.00,90,719,258,11,8,3,12,10,110,2023
975,David Ozoh,ENG,FW,Crystal Palace,17,2005,0.00,4,0,0,0,4,0,4,0,0,,0,,2,1,1,0,0,0,1,0,4,2023
976,João Palhinha,POR,MF,Fulham,27,1995,34.50,1713,81,433,1055,247,33,1713,39,14,35.90,15,38.50,763,2775,935,8,10,3,37,28,919,2023
977,Cole Palmer,ENG,"MF,FW",Manchester City,20,2002,4.10,248,6,22,85,143,32,248,26,15,57.70,7,26.90,179,1222,639,29,8,15,13,8,202,2023
978,Emerson Palmieri,ITA,DF,West Ham,27,1994,14.70,894,60,241,386,273,25,894,29,6,20.70,14,48.30,411,2390,1364,39,26,7,9,11,532,2023
979,Lucas Paquetá,BRA,MF,West Ham,24,1997,23.90,1476,46,239,840,419,49,1475,65,35,53.80,22,33.80,773,3450,1486,25,34,6,48,44,964,2023
980,Thomas Partey,GHA,MF,Arsenal,29,1993,27.60,2267,78,418,1406,466,29,2267,45,35,77.80,8,17.80,1398,6866,3847,34,38,3,33,19,1654,2023
981,Nathan Patterson,SCO,"DF,MF",Everton,20,2001,14.20,836,71,310,295,238,19,836,24,11,45.80,12,50.00,349,1940,851,16,12,3,22,9,431,2023
982,Ben Pearson,ENG,MF,Bournemouth,27,1995,3.20,162,8,56,90,17,0,162,1,0,0.00,0,0.00,72,242,103,2,0,0,6,0,100,2023
983,Facundo Pellistri,URU,"FW,MF",Manchester Utd,20,2001,0.70,24,0,9,7,8,1,24,3,2,66.70,1,33.30,12,148,45,1,0,0,2,1,14,2023
984,Andreas Pereira,BRA,MF,Fulham,26,1996,29.90,1312,14,106,608,613,65,1311,51,17,33.30,26,51.00,722,3951,1662,53,44,9,51,51,853,2023
985,Ricardo Pereira,POR,"DF,MF",Leicester City,28,1993,5.00,383,23,116,183,90,4,383,7,5,71.40,1,14.30,174,605,323,5,9,2,7,3,217,2023
986,Ayoze Pérez,ESP,"MF,FW",Leicester City,29,1993,4.20,244,3,38,104,108,17,244,21,6,28.60,12,57.10,132,696,356,17,6,6,12,11,155,2023
987,Ivan Periši?,CRO,"DF,MF",Tottenham,33,1989,23.40,1370,73,357,443,583,94,1370,40,18,45.00,19,47.50,611,3704,2075,87,29,35,33,14,733,2023
988,Romain Perraud,FRA,DF,Southampton,24,1997,20.40,1153,54,360,406,395,39,1153,38,10,26.30,25,65.80,609,2999,1388,33,35,5,27,14,626,2023
989,Máximo Perrone,ARG,MF,Manchester City,19,2003,0.20,22,0,4,12,6,2,22,0,0,,0,,8,20,7,0,0,0,0,0,19,2023
990,Cameron Peupion,AUS,MF,Brighton,19,2002,0.10,6,0,0,3,3,1,6,0,0,,0,,3,8,0,0,0,0,1,0,5,2023
991,Kalvin Phillips,ENG,MF,Manchester City,26,1995,3.30,354,16,64,243,49,6,354,2,1,50.00,0,0.00,228,1021,331,1,4,0,2,1,284,2023
992,Nathaniel Phillips,ENG,DF,Liverpool,25,1997,0.70,89,3,26,63,2,1,89,0,0,,0,,69,574,393,0,1,0,2,0,60,2023
993,Jordan Pickford,ENG,GK,Everton,28,1994,37.00,1413,1030,1359,57,0,0,1413,0,0,,0,,732,4810,3221,0,0,0,1,1,548,2023
994,Ethan Pinnock,JAM,DF,Brentford,29,1993,30.00,1554,327,927,497,134,55,1554,6,2,33.30,1,16.70,650,2705,1499,2,2,0,6,7,745,2023
995,Daniel Podence,POR,"FW,MF",Wolves,26,1995,19.70,889,11,120,328,456,70,889,61,24,39.30,34,55.70,528,2670,1229,43,28,20,49,30,622,2023
996,Nick Pope,ENG,GK,Newcastle Utd,30,1992,36.20,974,821,967,7,0,0,974,0,0,,0,,502,2949,1724,0,0,0,2,0,344,2023
997,Pedro Porro,ESP,"DF,MF",Tottenham,22,1999,12.60,817,45,246,293,285,25,817,41,14,34.10,23,56.10,423,2283,1359,34,17,4,15,7,480,2023
998,Dennis Praet,BEL,"MF,FW",Leicester City,28,1994,7.20,342,11,67,163,118,14,342,14,6,42.90,7,50.00,177,902,357,15,7,1,11,10,217,2023
999,Isaac Price,NIR,MF,Everton,18,2003,0.40,17,1,5,10,2,0,17,1,1,100.00,0,0.00,10,40,12,1,0,0,1,0,13,2023
1000,Christian Pulisic,USA,"FW,DF",Chelsea,23,1998,9.10,429,4,53,168,216,43,429,44,13,29.50,22,50.00,299,2126,1044,35,30,14,26,13,328,2023
1001,Aaron Ramsdale,ENG,GK,Arsenal,24,1998,38.00,1196,872,1170,28,0,0,1196,1,1,100.00,0,0.00,722,3934,2459,0,1,0,0,0,630,2023
1002,Jacob Ramsey,ENG,"MF,FW",Aston Villa,21,2001,29.30,1245,57,238,609,422,85,1245,77,31,40.30,31,40.30,752,5322,2656,94,62,21,62,37,819,2023
1003,Marcus Rashford,ENG,FW,Manchester Utd,24,1997,32.00,1212,22,102,429,704,183,1212,138,54,39.10,73,52.90,765,4830,2344,85,51,55,80,44,928,2023
1004,David Raya,ESP,GK,Brentford,26,1995,38.00,1722,1257,1616,108,1,1,1722,1,1,100.00,0,0.00,1030,5891,3795,0,0,0,0,0,808,2023
1005,Tim Ream,USA,DF,Fulham,34,1987,32.20,2193,312,1124,1021,61,14,2193,17,12,70.60,3,17.60,1364,7720,5069,28,13,0,15,5,1451,2023
1006,Nathan Redmond,ENG,DF,Southampton,28,1994,0.00,1,0,0,0,1,0,1,0,0,,0,,1,1,1,0,0,0,0,0,1,2023
1007,Harrison Reed,ENG,MF,Fulham,27,1995,31.80,1585,57,292,842,463,50,1585,28,10,35.70,16,57.10,765,3430,1141,30,22,4,44,25,972,2023
1008,Bobby Reid,JAM,"FW,DF",Fulham,29,1993,27.50,1191,55,228,489,490,77,1191,54,19,35.20,26,48.10,649,2956,1333,46,33,11,53,32,759,2023
1009,Declan Rice,ENG,MF,West Ham,23,1999,36.40,2475,123,670,1420,433,24,2474,65,37,56.90,23,35.40,1455,9170,4918,89,76,6,28,26,1642,2023
1010,Chris Richards,USA,DF,Crystal Palace,22,2000,5.00,274,47,131,119,24,7,274,0,0,,0,,120,550,269,4,1,0,3,2,149,2023
1011,Richarlison,BRA,"MF,FW",Tottenham,25,1997,11.20,441,11,78,172,200,62,441,34,12,35.30,18,52.90,260,1598,783,33,19,13,40,18,306,2023
1012,Jaïro Riedewald,NED,"DF,MF",Crystal Palace,25,1996,0.70,54,6,19,23,14,1,54,0,0,,0,,23,111,69,1,1,0,0,0,28,2023
1013,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,32,1989,0.40,35,1,8,12,16,1,35,1,1,100.00,0,0.00,23,101,48,1,3,0,1,0,27,2023
1014,Andrew Robertson,SCO,DF,Liverpool,28,1994,28.70,2483,79,691,1084,727,59,2483,42,17,40.50,23,54.80,1385,6702,3934,80,60,10,31,7,1637,2023
1015,Antonee Robinson,USA,DF,Fulham,24,1997,34.30,2260,125,778,938,580,29,2260,75,40,53.30,26,34.70,1174,7863,4290,113,87,10,40,20,1263,2023
1016,Joel Robles,ESP,GK,Leeds United,32,1990,4.00,136,101,129,8,0,0,136,0,0,,0,,57,337,251,0,0,0,0,0,44,2023
1017,Marc Roca,ESP,MF,Leeds United,25,1996,25.70,1571,47,333,914,333,26,1571,30,17,56.70,10,33.30,822,3627,1914,25,18,6,26,26,948,2023
1018,Marek Rodák,SVK,GK,Fulham,25,1996,2.00,65,58,65,0,0,0,65,0,0,,0,,36,206,94,0,0,0,1,0,21,2023
1019,Rodri,ESP,MF,Manchester City,26,1996,32.30,3272,119,706,1993,592,62,3272,37,25,67.60,8,21.60,2004,10293,5622,76,72,3,21,19,2511,2023
1020,Rodrigo,ESP,"FW,MF",Leeds United,31,1991,21.50,804,26,94,372,341,110,803,29,12,41.40,15,51.70,451,2217,825,40,17,24,57,24,547,2023
1021,Mads Roerslev,DEN,DF,Brentford,23,1999,12.30,426,50,178,140,109,13,426,7,3,42.90,3,42.90,186,817,278,8,7,2,14,9,210,2023
1022,Cristian Romero,ARG,DF,Tottenham,24,1998,26.30,1923,299,976,849,111,17,1923,22,13,59.10,8,36.40,1150,5216,2993,19,25,1,19,10,1226,2023
1023,Oriol Romeu,ESP,MF,Southampton,30,1991,0.80,37,2,5,19,14,1,37,1,1,100.00,0,0.00,18,128,66,2,1,0,1,0,20,2023
1024,Cristiano Ronaldo,POR,FW,Manchester Utd,37,1985,5.80,220,8,25,91,106,32,220,9,4,44.40,3,33.30,94,477,288,9,6,3,7,3,167,2023
1025,Connor Ronan,IRL,MF,Wolves,24,1998,0.00,4,0,0,3,1,0,4,1,1,100.00,0,0.00,1,4,2,0,0,0,0,0,3,2023
1026,Salomón Rondón,VEN,FW,Everton,32,1989,1.20,36,1,2,15,19,4,36,1,1,100.00,0,0.00,16,33,3,0,1,0,1,1,32,2023
1027,Joe Rothwell,ENG,MF,Bournemouth,27,1995,11.30,538,19,131,309,105,5,538,23,16,69.60,7,30.40,285,1640,790,12,12,2,8,4,319,2023
1028,Georginio Rutter,FRA,"FW,MF",Leeds United,20,2002,3.00,124,4,13,47,65,20,124,25,9,36.00,13,52.00,76,351,126,5,1,3,15,14,86,2023
1029,José Sá,POR,GK,Wolves,29,1993,36.00,1277,1153,1271,7,0,0,1277,2,2,100.00,0,0.00,731,4563,2991,0,0,0,4,0,585,2023
1030,Marcel Sabitzer,AUT,MF,Manchester Utd,28,1994,7.00,377,18,69,200,110,20,377,3,1,33.30,1,33.30,209,751,361,8,6,0,9,5,247,2023
1031,Allan Saint-Maximin,FRA,FW,Newcastle Utd,25,1997,12.40,598,5,69,198,348,77,598,99,57,57.60,33,33.30,435,4137,2512,93,51,41,31,30,456,2023
1032,Bukayo Saka,ENG,FW,Arsenal,20,2001,35.30,1882,21,160,473,1270,237,1879,164,64,39.00,69,42.10,1191,8353,4563,179,93,84,78,59,1361,2023
1033,Mohamed Salah,EGY,FW,Liverpool,30,1992,36.60,1634,4,83,539,1028,301,1630,135,51,37.80,72,53.30,1108,6393,3036,120,66,87,110,79,1305,2023
1034,William Saliba,FRA,DF,Arsenal,21,2001,26.80,2056,174,905,1094,64,15,2056,12,9,75.00,1,8.30,1323,6637,3888,13,14,1,15,6,1423,2023
1035,Mohammed Salisu,GHA,DF,Southampton,23,1999,21.90,1504,220,756,634,124,25,1504,11,8,72.70,3,27.30,724,3383,1556,5,10,0,5,9,757,2023
1036,Albert Sambi Lokonga,BEL,MF,Arsenal,22,1999,2.20,154,6,32,95,29,0,154,2,1,50.00,0,0.00,96,393,145,0,6,0,1,1,113,2023
1037,Albert Sambi Lokonga,BEL,MF,Crystal Palace,22,1999,6.00,325,22,109,170,47,2,325,5,1,20.00,2,40.00,172,804,368,2,2,0,3,6,211,2023
1038,Davinson Sánchez,COL,DF,Tottenham,26,1996,9.50,719,99,364,310,46,10,719,6,2,33.30,3,50.00,406,1607,788,5,2,0,3,2,473,2023
1039,Robert Sánchez,ESP,GK,Brighton,24,1997,23.00,826,692,822,4,0,0,826,0,0,,0,,523,2418,1458,0,0,0,0,0,480,2023
1040,Jadon Sancho,ENG,"FW,MF",Manchester Utd,22,2000,18.70,977,16,118,339,536,106,977,78,33,42.30,40,51.30,640,3825,2193,88,39,45,50,20,715,2023
1041,Morgan Sanson,FRA,MF,Aston Villa,27,1994,0.10,9,1,1,4,4,0,9,0,0,,0,,5,11,9,0,0,0,1,0,5,2023
1042,Pablo Sarabia,ESP,"FW,MF",Wolves,30,1992,8.50,450,9,68,189,199,22,450,12,2,16.70,9,75.00,267,1195,522,17,15,4,9,14,312,2023
1043,Jeremy Sarmiento,ECU,MF,Brighton,20,2002,2.00,100,0,13,39,48,10,100,11,6,54.50,4,36.40,69,386,129,5,3,1,6,7,77,2023
1044,Gianluca Scamacca,ITA,FW,West Ham,23,1999,10.30,273,5,13,136,127,38,273,15,7,46.70,6,40.00,143,660,282,13,7,3,23,19,203,2023
1045,Gustavo Scarpa,BRA,"MF,FW",Nott'ham Forest,28,1994,2.00,108,3,24,58,27,1,108,4,1,25.00,2,50.00,67,515,313,9,5,0,1,0,71,2023
1046,Kevin Schade,GER,FW,Brentford,20,2001,8.10,291,7,38,94,165,48,291,35,12,34.30,18,51.40,147,1199,501,24,12,15,25,9,186,2023
1047,Fabian Schär,SUI,DF,Newcastle Utd,30,1991,35.60,2235,248,1101,938,213,73,2235,13,4,30.80,7,53.80,1214,6337,4115,27,26,3,20,7,1341,2023
1048,Jeffrey Schlupp,GHA,"MF,FW",Crystal Palace,29,1992,28.10,1193,63,281,640,293,48,1193,56,30,53.60,19,33.90,602,3035,1232,32,25,11,33,33,707,2023
1049,Nélson Semedo,POR,DF,Wolves,28,1993,29.20,1858,139,589,837,451,29,1858,73,33,45.20,33,45.20,998,5308,2691,50,42,5,42,19,1087,2023
1050,Antoine Semenyo,GHA,"FW,MF",Bournemouth,22,2000,2.90,102,8,24,43,39,5,102,6,3,50.00,2,33.30,58,508,239,5,9,4,12,6,64,2023
1051,Marcos Senesi,ARG,DF,Bournemouth,25,1997,27.70,1647,340,1037,568,57,16,1647,13,8,61.50,4,30.80,929,4383,2386,9,12,1,15,4,983,2023
1052,Ryan Sessegnon,ENG,DF,Tottenham,22,2000,9.00,493,29,157,170,168,27,493,11,5,45.50,4,36.40,233,1435,815,24,11,5,11,10,270,2023
1053,Luke Shaw,ENG,DF,Manchester Utd,27,1995,28.40,2388,175,810,1124,475,22,2388,39,14,35.90,17,43.60,1298,6356,3352,53,44,3,24,8,1459,2023
1054,Jonjo Shelvey,ENG,MF,Newcastle Utd,30,1992,0.40,28,0,8,18,2,0,28,0,0,,0,,10,63,19,0,0,0,0,0,17,2023
1055,Jonjo Shelvey,ENG,MF,Nott'ham Forest,30,1992,6.00,345,23,102,209,35,1,345,4,4,100.00,0,0.00,178,978,442,1,3,0,3,4,214,2023
1056,Bernardo Silva,POR,"MF,FW",Manchester City,27,1994,24.50,1772,31,281,797,707,92,1772,64,28,43.80,29,45.30,1115,7092,3523,90,73,29,30,31,1324,2023
1057,Thiago Silva,BRA,DF,Chelsea,37,1984,26.10,2302,348,1167,1081,58,24,2302,4,3,75.00,0,0.00,1460,6608,3887,8,14,0,6,1,1674,2023
1058,Ellis Simms,ENG,FW,Everton,21,2001,2.50,84,1,2,36,47,11,84,2,2,100.00,0,0.00,37,156,55,2,2,2,6,2,65,2023
1059,Luis Sinisterra,COL,FW,Leeds United,23,1999,9.60,469,7,50,212,215,32,469,42,19,45.20,17,40.50,281,1740,931,30,17,8,16,23,341,2023
1060,Oliver Skipp,ENG,MF,Tottenham,21,2000,16.60,915,45,245,554,124,7,915,15,11,73.30,3,20.00,496,2147,941,14,15,2,17,16,634,2023
1061,Adam Smith,ENG,DF,Bournemouth,31,1991,32.70,1527,112,602,650,296,17,1527,30,6,20.00,17,56.70,647,2762,1368,28,21,3,21,4,771,2023
1062,Emile Smith Rowe,ENG,"MF,FW",Arsenal,22,2000,1.90,102,1,14,37,51,9,102,5,2,40.00,3,60.00,68,303,119,2,1,0,0,4,71,2023
1063,Cédric Soares,POR,DF,Arsenal,30,1991,0.30,27,2,8,9,10,0,27,0,0,,0,,14,87,67,1,2,0,0,0,20,2023
1064,Cédric Soares,POR,DF,Fulham,30,1991,2.20,213,10,58,89,66,3,213,2,2,100.00,0,0.00,120,496,242,4,2,1,2,2,140,2023
1065,Dominic Solanke,ENG,"FW,MF",Bournemouth,24,1997,31.80,1012,54,157,423,454,159,1012,110,45,40.90,54,49.10,638,4488,1731,70,41,36,134,74,730,2023
1066,Manor Solomon,ISR,FW,Fulham,23,1999,6.40,292,9,62,91,147,11,292,37,19,51.40,15,40.50,191,1555,723,16,16,2,13,11,186,2023
1067,Tomáš Sou?ek,CZE,MF,West Ham,27,1995,31.30,1366,124,432,652,288,71,1366,17,2,11.80,12,70.60,544,2087,695,11,17,0,23,18,742,2023
1068,Boubakary Soumaré,FRA,MF,Leicester City,23,1999,18.10,1091,45,319,675,112,2,1091,22,12,54.50,6,27.30,588,2940,1182,17,12,0,26,22,733,2023
1069,Harry Souttar,AUS,DF,Leicester City,23,1998,11.00,663,104,365,282,20,15,663,5,3,60.00,0,0.00,390,1878,948,6,2,1,3,0,420,2023
1070,Ça?lar Söyüncü,TUR,DF,Leicester City,26,1996,5.90,382,71,226,147,12,7,382,1,1,100.00,0,0.00,185,1096,601,5,1,0,2,0,203,2023
1071,Djed Spence,ENG,"FW,DF",Tottenham,21,2000,0.10,12,0,3,1,8,2,12,1,0,0.00,0,0.00,8,92,66,2,1,1,0,2,10,2023
1072,Jack Stacey,ENG,DF,Bournemouth,26,1996,3.30,174,17,67,62,47,2,174,8,3,37.50,5,62.50,74,462,221,9,4,1,3,4,78,2023
1073,Junior Stanislas,ENG,MF,Bournemouth,32,1989,0.70,34,0,3,15,16,3,34,0,0,,0,,18,92,13,0,1,0,1,1,27,2023
1074,Jay Stansfield,ENG,FW,Fulham,19,2002,1.00,35,2,7,14,15,7,35,0,0,,0,,13,88,35,2,2,0,2,2,23,2023
1075,Jason Steele,ENG,GK,Brighton,31,1990,15.00,574,469,570,4,0,0,574,1,1,100.00,0,0.00,377,1675,868,0,0,0,0,0,354,2023
1076,Jack Stephens,ENG,DF,Southampton,28,1994,0.50,33,4,8,17,8,0,33,0,0,,0,,16,135,86,3,2,0,0,1,25,2023
1077,Jack Stephens,ENG,DF,Bournemouth,28,1994,13.00,665,125,364,275,28,7,665,3,3,100.00,0,0.00,368,1674,863,7,3,0,5,1,398,2023
1078,Raheem Sterling,ENG,"FW,MF",Chelsea,27,1994,21.00,910,8,63,278,583,121,910,93,39,41.90,46,49.50,651,4002,2153,81,56,39,46,50,749,2023
1079,John Stones,ENG,"DF,MF",Manchester City,28,1994,20.50,1690,101,544,942,210,27,1690,10,6,60.00,1,10.00,1080,6201,3250,28,32,1,8,4,1312,2023
1080,Pascal Struijk,NED,DF,Leeds United,22,1999,24.40,1619,92,538,708,379,31,1619,18,9,50.00,7,38.90,700,2806,1465,24,25,1,25,12,803,2023
1081,Kamaldeen Sulemana,GHA,"FW,MF",Southampton,20,2002,10.70,430,7,47,175,221,44,430,68,36,52.90,31,45.60,277,2315,973,32,27,18,35,17,294,2023
1082,Crysencio Summerville,NED,FW,Leeds United,20,2001,15.80,637,10,99,241,311,70,637,60,24,40.00,22,36.70,420,2617,1326,51,27,19,45,36,438,2023
1083,Sam Surridge,ENG,FW,Nott'ham Forest,24,1998,3.60,137,9,27,55,59,15,137,5,2,40.00,2,40.00,71,361,140,2,5,1,13,4,93,2023
1084,Japhet Tanganga,ENG,DF,Tottenham,23,1999,1.60,109,5,48,59,3,0,109,2,1,50.00,1,50.00,68,308,133,1,2,0,3,1,71,2023
1085,Matt Targett,ENG,DF,Newcastle Utd,26,1995,6.80,463,20,149,186,131,0,463,2,2,100.00,0,0.00,197,673,409,3,5,0,5,6,241,2023
1086,James Tarkowski,ENG,DF,Everton,29,1992,38.00,2119,369,1090,926,113,81,2119,10,9,90.00,1,10.00,982,4413,2295,13,3,1,22,5,1209,2023
1087,Marcus Tavernier,ENG,"MF,FW",Bournemouth,23,1999,19.40,1008,37,200,390,450,59,1008,97,46,47.40,45,46.40,592,4060,2028,67,43,21,46,40,636,2023
1088,Tetê,BRA,FW,Leicester City,22,2000,8.20,350,5,59,165,134,30,350,33,20,60.60,10,30.30,212,1624,708,22,11,15,19,13,237,2023
1089,Kenny Tete,NED,DF,Fulham,26,1995,28.50,1896,107,556,877,489,30,1896,37,21,56.80,12,32.40,821,4563,2401,75,55,4,22,24,946,2023
1090,Luke Thomas,ENG,DF,Leicester City,21,2001,11.90,786,39,319,359,115,3,786,12,6,50.00,5,41.70,355,1374,610,10,8,1,9,8,414,2023
1091,Youri Tielemans,BEL,MF,Leicester City,25,1997,26.00,1877,62,436,1080,382,14,1875,35,26,74.30,5,14.30,952,4043,2088,35,25,1,33,15,1309,2023
1092,Kieran Tierney,SCO,DF,Arsenal,25,1997,8.80,579,23,153,244,183,15,579,12,3,25.00,3,25.00,316,1802,837,25,12,3,7,0,338,2023
1093,Harry Toffolo,ENG,DF,Nott'ham Forest,26,1995,10.40,498,48,175,179,151,12,498,9,3,33.30,5,55.60,191,721,342,8,6,4,10,6,223,2023
1094,Takehiro Tomiyasu,JPN,DF,Arsenal,23,1998,7.40,557,26,138,293,130,17,557,4,1,25.00,2,50.00,311,1380,624,14,7,1,7,4,344,2023
1095,James Tomkins,ENG,DF,Crystal Palace,33,1989,3.80,208,34,142,59,7,3,208,1,1,100.00,0,0.00,117,429,220,1,1,0,2,1,130,2023
1096,Ivan Toney,ENG,FW,Brentford,26,1996,32.80,1219,50,141,529,557,156,1212,54,16,29.60,29,53.70,625,2463,724,14,21,8,100,47,889,2023
1097,Adama Traoré,ESP,"FW,MF",Wolves,26,1996,16.60,715,18,102,253,379,56,715,111,56,50.50,34,30.60,462,4043,2113,85,41,25,59,27,556,2023
1098,Bertrand Traoré,BFA,"FW,MF",Aston Villa,26,1995,2.60,114,0,8,41,66,13,114,4,1,25.00,3,75.00,81,462,246,9,3,5,8,7,89,2023
1099,Boubacar Traoré,MLI,MF,Wolves,20,2001,4.60,185,6,51,110,26,2,185,9,4,44.40,4,44.40,90,529,267,4,3,0,3,3,104,2023
1100,Mark Travers,IRL,GK,Bournemouth,23,1999,11.50,402,373,401,1,0,0,402,0,0,,0,,182,884,457,0,0,0,0,0,145,2023
1101,Kieran Trippier,ENG,DF,Newcastle Utd,31,1990,37.10,3102,124,774,1282,1066,26,3102,35,19,54.30,12,34.30,1300,4599,2393,45,46,1,27,9,1593,2023
1102,Leandro Trossard,BEL,FW,Arsenal,27,1994,10.30,567,9,64,179,331,43,567,26,15,57.70,6,23.10,374,2386,1107,36,16,10,18,23,417,2023
1103,Leandro Trossard,BEL,"FW,MF",Brighton,27,1994,14.60,697,3,62,278,368,90,697,40,14,35.00,19,47.50,429,2443,1192,40,27,24,38,26,531,2023
1104,Kostas Tsimikas,GRE,DF,Liverpool,26,1996,8.60,713,23,170,281,268,22,713,15,4,26.70,8,53.30,355,1833,874,23,9,5,13,7,409,2023
1105,Deniz Undav,GER,"FW,MF",Brighton,26,1996,7.00,231,4,19,97,116,42,231,6,4,66.70,2,33.30,120,518,350,12,6,4,13,8,179,2023
